Call of Duty: Modern Warfare 2,PS3,2009,Shooter,Activision,4.99,3.64,0.38,1.6,10.6,94.0,67.0,6.3,2068.0,Infinity Ward,M
Grand Theft Auto IV,PS3,2008,Action,Take-Two Interactive,4.76,3.69,0.44,1.61,10.5,98.0,64.0,7.5,2819.0,Rockstar North,M
Call of Duty: Ghosts,X360,2013,Shooter,Activision,6.72,2.55,0.04,0.91,10.23,73.0,29.0,2.6,2115.0,Infinity Ward,M
Just Dance 3,Wii,2011,Misc,Ubisoft,5.95,3.11,0.0,1.06,10.12,74.0,15.0,7.8,16.0,Ubisoft,E10+
Mario Kart 64,N64,1996,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87,83.0,15.0,8.7,267.0,Nintendo,E
Halo: Reach,X360,2010,Shooter,Microsoft Game Studios,7.04,1.94,0.08,0.79,9.84,91.0,99.0,7.9,2043.0,Bungie,M
New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,3.66,3.09,2.47,0.62,9.84,78.0,70.0,7.2,421.0,Nintendo,E
Final Fantasy VII,PS,1997,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,92.0,20.0,9.2,1256.0,SquareSoft,T
Halo 4,X360,2012,Shooter,Microsoft Game Studios,6.63,2.28,0.04,0.73,9.69,87.0,87.0,7,3256.0,343 Industries,M
Gran Turismo 2,PS,1999,Racing,Sony Computer Entertainment,3.88,3.42,1.69,0.5,9.49,93.0,23.0,9,133.0,Polyphony Digital,T
Just Dance 2,Wii,2010,Misc,Ubisoft,5.8,2.85,0.01,0.78,9.44,74.0,24.0,7.3,24.0,Ubisoft,E10+
Call of Duty: Ghosts,PS3,2013,Shooter,Activision,4.09,3.63,0.38,1.25,9.36,71.0,10.0,2.6,1047.0,Infinity Ward,M
Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,5.92,2.35,0.13,0.9,9.29,94.0,70.0,8.4,1314.0,Infinity Ward,M
Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,2.01,2.32,4.37,0.38,9.09,88.0,70.0,8.7,624.0,Nintendo,E
Mario Party DS,DS,2007,Misc,Nintendo,4.4,1.85,1.98,0.68,8.91,72.0,27.0,7.8,85.0,Hudson Soft,E
The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,Bethesda Softworks,5.04,2.78,0.1,0.85,8.77,96.0,89.0,8.4,3585.0,Bethesda Game Studios,M
FIFA 16,PS4,2015,Sports,Electronic Arts,1.11,6.09,0.06,1.27,8.54,82.0,42.0,4.3,891.0,EA Sports,E
Halo 2,XB,2004,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49,95.0,91.0,8.2,1214.0,Bungie Software,M
Wii Party,Wii,2010,Misc,Nintendo,1.75,3.47,2.49,0.67,8.38,68.0,42.0,7.4,54.0,Nd Cube,E
Mario Party 8,Wii,2007,Misc,Nintendo,3.74,2.24,1.58,0.7,8.26,62.0,41.0,6.3,190.0,Hudson,E
FIFA Soccer 13,PS3,2012,Action,Electronic Arts,1.06,5.01,0.13,1.97,8.16,88.0,37.0,6.6,348.0,Electronic Arts,E
GoldenEye 007,N64,1997,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09,96.0,21.0,9.2,437.0,Rare Ltd.,T
Final Fantasy X,PS2,2001,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,92.0,53.0,8.7,1031.0,SquareSoft,T
The Sims 3,PC,2009,Simulation,Electronic Arts,0.98,6.42,0.0,0.6,8.0,86.0,75.0,7.6,883.0,The Sims Studio,T
Final Fantasy VIII,PS,1999,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86,90.0,24.0,8.6,625.0,SquareSoft,T
Pokémon Platinum Version,DS,2008,Role-Playing,Nintendo,2.76,1.72,2.69,0.54,7.72,83.0,46.0,8.5,203.0,Game Freak,E
Grand Theft Auto: Liberty City Stories,PSP,2005,Action,Take-Two Interactive,2.9,2.81,0.24,1.73,7.68,88.0,65.0,7.6,452.0,Rockstar Leeds,M
Call of Duty: Advanced Warfare,PS4,2014,Shooter,Activision,2.8,3.48,0.14,1.23,7.65,83.0,39.0,5.7,1438.0,Sledgehammer Games,M
The Legend of Zelda: Ocarina of Time,N64,1998,Action,Nintendo,4.1,1.89,1.45,0.16,7.6,99.0,22.0,9.1,3105.0,Nintendo,E
Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,3.56,2.34,0.98,0.62,7.5,97.0,87.0,9.1,1847.0,Nintendo EAD Tokyo,E
Call of Duty: World at War,X360,2008,Shooter,Activision,4.8,1.87,0.0,0.69,7.36,84.0,84.0,7.6,578.0,Treyarch,M
Battlefield 3,X360,2011,Shooter,Electronic Arts,4.46,2.11,0.06,0.69,7.32,84.0,57.0,7.4,2141.0,EA DICE,M
Need for Speed Underground,PS2,2003,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,85.0,33.0,8.7,170.0,EA Black Box,E
Just Dance,Wii,2009,Misc,Ubisoft,3.48,2.98,0.0,0.73,7.2,49.0,21.0,8,110.0,Ubisoft Paris,E10+
Battlefield 3,PS3,2011,Shooter,Electronic Arts,2.85,2.89,0.35,1.08,7.17,85.0,38.0,7.5,1757.0,EA DICE,M
Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16,96.0,15.0,9.1,363.0,Namco,T
The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,3.74,2.13,0.6,0.68,7.15,95.0,73.0,9,1650.0,Nintendo,T
Crash Bandicoot 3: Warped,PS,1998,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,91.0,12.0,8.9,424.0,Naughty Dog,E
Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07,92.0,38.0,9.1,565.0,HAL Labs,T
Fallout 4,PS4,2015,Role-Playing,Bethesda Softworks,2.5,3.19,0.24,1.11,7.04,87.0,58.0,6.4,4196.0,Bethesda Game Studios,M
Mario Kart 8,WiiU,2014,Racing,Nintendo,3.11,2.09,1.28,0.5,6.98,88.0,82.0,9.1,1588.0,Nintendo,E
Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,82.0,39.0,8.6,130.0,EA Canada,E
Medal of Honor: Frontline,PS2,2002,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,88.0,29.0,8.5,135.0,EA LA,T
Just Dance 4,Wii,2012,Misc,Ubisoft,4.05,2.16,0.0,0.55,6.76,74.0,10.0,7.3,28.0,Ubisoft,E10+
Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,4.15,1.9,0.06,0.64,6.75,93.0,90.0,7.7,2734.0,Epic Games,M
Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,2.77,2.75,0.19,1.03,6.74,92.0,97.0,8.3,3696.0,Naughty Dog,T
Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,3.11,2.26,0.28,1.03,6.68,94.0,44.0,8.4,991.0,Infinity Ward,M
Uncharted 2: Among Thieves,PS3,2009,Action,Sony Computer Entertainment,3.27,2.2,0.21,0.98,6.66,96.0,105.0,8.8,5167.0,Naughty Dog,T
FIFA 17,PS4,2016,Sports,Electronic Arts,0.49,5.12,0.08,0.96,6.65,84.0,38.0,5,350.0,EA Sports EA Vancouver,E
Big Brain Academy,DS,2005,Misc,Nintendo,1.66,2.74,1.6,0.62,6.62,74.0,45.0,7.4,27.0,Nintendo,E
Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,2.79,2.53,0.17,0.99,6.48,95.0,73.0,8.8,2448.0,Rockstar San Diego,M
FIFA 14,PS3,2013,Sports,Electronic Arts,0.78,4.24,0.07,1.37,6.47,86.0,37.0,4.3,575.0,EA Canada,E
Assassin's Creed III,PS3,2012,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,85.0,41.0,6.9,1301.0,Ubisoft,M
Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,3.16,1.78,1.03,0.46,6.43,87.0,77.0,8.6,367.0,Retro Studios,E
Halo: Combat Evolved,XB,2001,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,97.0,68.0,8.6,1272.0,Bungie Software,M
The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1.0,6.41,92.0,16.0,6.4,2522.0,Bethesda Game Studios,M
Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,76.0,28.0,9.1,219.0,Game Freak,E
Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,85.0,46.0,8.9,587.0,SquareSoft,E
Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,4.34,1.34,0.06,0.61,6.34,83.0,94.0,7.2,1160.0,Bungie Software Bungie,M
Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,92.0,61.0,8.6,436.0,Nintendo,E
Red Dead Redemption,X360,2010,Action,Take-Two Interactive,3.7,1.93,0.09,0.58,6.3,95.0,96.0,9,2307.0,Rockstar San Diego,M
World of Warcraft,PC,2004,Role-Playing,Activision,0.07,6.21,0.0,0.0,6.28,93.0,57.0,7.3,2177.0,Blizzard Entertainment,T
Driver,PS,1999,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,87.0,22.0,8.1,76.0,Reflections Interactive,T
Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,4.05,1.59,0.07,0.5,6.21,91.0,96.0,7.8,1501.0,Epic Games,M
Kinect Sports,X360,2010,Sports,Microsoft Game Studios,3.92,1.73,0.03,0.51,6.19,73.0,51.0,7.4,95.0,Rare Ltd.,E10+
Gears of War,X360,2006,Shooter,Microsoft Game Studios,3.54,1.88,0.07,0.6,6.09,94.0,88.0,8.3,2291.0,Epic Games,M
FIFA 15,PS4,2014,Sports,Electronic Arts,0.8,4.33,0.05,0.9,6.07,82.0,47.0,5.7,985.0,EA Sports,E
Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,96.0,42.0,8.8,1020.0,KCEJ,M
Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,94.0,20.0,9.4,905.0,KCEJ,M
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,2.63,1.71,0.83,0.82,5.99,94.0,82.0,8.7,3552.0,Kojima Productions,M
Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,92.0,64.0,7.6,948.0,Square Enix,T
The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,2.41,2.18,0.28,0.99,5.87,95.0,98.0,9.1,7924.0,Naughty Dog,M
LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,2.8,1.98,0.17,0.87,5.82,95.0,85.0,6.8,5306.0,SCE/WWS Media Molecule,E
Resident Evil 2,PS,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,89.0,13.0,9.2,358.0,Capcom,M
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,0.63,0.67,4.35,0.15,5.78,87.0,65.0,8.7,195.0,Level 5,E10+
Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,89.0,8.0,8.9,101.0,Namco,T
Destiny,PS4,2014,Shooter,Activision,2.49,2.07,0.16,0.92,5.64,76.0,95.0,6.1,5375.0,Bungie Software Bungie,T
LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,3.57,1.55,0.0,0.51,5.63,80.0,17.0,8.9,62.0,Traveller's Tales,E10+
Cooking Mama,DS,2006,Simulation,505 Games,3.07,1.91,0.07,0.57,5.63,67.0,35.0,7.2,21.0,Taito Corporation,E
Super Smash Bros.,N64,1999,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,79.0,11.0,8.8,269.0,HAL Labs,E
Assassin's Creed II,PS3,2009,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,91.0,70.0,8.6,1194.0,Ubisoft Montreal,M
Assassin's Creed,X360,2007,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,81.0,77.0,7.7,1070.0,Ubisoft Montreal,M
Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.9,0.1,0.5,5.49,92.0,90.0,8,515.0,Turn 10,E
Super Mario Advance,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,84.0,19.0,7.8,42.0,Nintendo,E
Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.47,0.55,4.13,0.34,5.48,81.0,48.0,8.7,124.0,Capcom,T
Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,93.0,24.0,8.3,108.0,Intelligent Systems,E
Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.71,1.85,0.11,0.81,5.47,96.0,42.0,8.6,2151.0,Rocksteady Studios,T
Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,66.0,22.0,7.1,154.0,Traveller's Tales,E
Call of Duty: World at War,PS3,2008,Shooter,Activision,2.72,1.83,0.0,0.83,5.39,85.0,45.0,7.6,407.0,Treyarch,M
Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.74,1.21,1.87,0.51,5.33,83.0,83.0,7.3,2456.0,Square Enix,T
Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,94.0,22.0,8.9,764.0,SquareSoft,T
Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,84.0,61.0,6.7,1193.0,Ubisoft,M
Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,85.0,45.0,6.6,393.0,SquareSoft,T
Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,90.0,14.0,8.5,166.0,Rare Ltd.,E
Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.21,1.55,0.01,0.48,5.26,81.0,53.0,5.4,896.0,Sledgehammer Games,M
Assassin's Creed II,X360,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,5.25,90.0,82.0,8.8,1295.0,Ubisoft Montreal,M
Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.73,2.07,0.0,0.45,5.25,97.0,14.0,7.8,762.0,Rockstar North,M
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,89.0,63.0,8.8,242.0,Level 5,T
Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.21,2.43,1.03,0.52,5.19,85.0,72.0,8.6,147.0,Level 5,E
New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.3,1.31,1.27,0.32,5.19,84.0,70.0,8.1,731.0,Nintendo,E
FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.08,3.47,0.03,0.57,5.16,90.0,48.0,6.1,403.0,Electronic Arts,E
Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.05,1.9,0.23,5.15,71.0,52.0,7.6,155.0,Nintendo,E
Diablo III,PC,2012,Role-Playing,Activision,2.44,2.16,0.0,0.54,5.13,88.0,86.0,4,9621.0,Blizzard Entertainment,M
Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68.0,30.0,7.6,100.0,EA LA,T
Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,92.0,69.0,8.5,111.0,Harmonix Music Systems,T
Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80.0,88.0,6.5,604.0,Lionhead Studios,M
Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.41,1.08,0.64,5.09,84.0,76.0,7.5,665.0,Capcom,M
The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90.0,57.0,8,414.0,Nintendo,E
FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.06,89.0,51.0,8,233.0,EA Sports,E
Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9,262.0,Capcom,M
Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,1.7,1.99,0.16,1.18,5.03,86.0,50.0,8,150.0,Rockstar Leeds,M
Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,Neversoft Entertainment,T
Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,45.0,Neversoft Entertainment BudCat,T
Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,48.0,Nintendo,T
Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,93.0,84.0,8.5,1651.0,Bethesda Game Studios,M
Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.71,0.12,0.77,4.92,88.0,66.0,8.1,2295.0,Naughty Dog SCE/WWS,T
Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8,121.0,EA Sports,E
Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,88.0,15.0,8.1,94.0,Rare Ltd.,E
StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.57,1.68,0.0,0.58,4.83,93.0,82.0,8.2,3047.0,Blizzard Entertainment,T
Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,767.0,Ubisoft Montreal,M
God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.33,0.12,0.61,4.8,92.0,101.0,8.7,2626.0,SCE Santa Monica,M
Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9,229.0,Naughty Dog,E
LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,TT Fusion,E
Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.6,91.0,Reflections Interactive,T
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1470.0,Rocksteady Studios,T
Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,295.0,Neversoft Entertainment,T
The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,Stormfront Studios,T
Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,145.0,Core Design Ltd.,T
Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,73.0,50.0,7.6,119.0,Nintendo,E
The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,960.0,Nintendo,E
Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,Vicarious Visions,T
Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.79,1.39,1.11,0.29,4.57,86.0,74.0,8.4,458.0,Next Level Games,E
Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.51,2.16,0.19,0.71,4.57,93.0,112.0,7.9,6893.0,Naughty Dog,T
Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,616.0,Turn 10,E
Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,2.0,1.7,0.08,0.75,4.54,86.0,78.0,8.1,1236.0,Bluepoint Games,T
Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,EA Tiburon,E
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0,Neversoft Entertainment,T
Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,EA Sports,E
Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,40.0,Treyarch,E
God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,991.0,SCE Santa Monica,M
Nintendo Land,WiiU,2012,Misc,Nintendo,2.52,1.1,0.46,0.33,4.42,77.0,61.0,7.9,471.0,Nintendo,E10+
Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,297.0,Neversoft Entertainment,T
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,Konami,E
Splatoon,WiiU,2015,Shooter,Nintendo,1.53,1.15,1.45,0.25,4.39,81.0,88.0,8.6,1158.0,Nintendo,E10+
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94.0,90.0,8.7,1108.0,Bethesda Softworks,M
Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.2,136.0,EA Canada,T
